COD;MUNI;cv_bcg;prop_populacao_com_renda_menosqmeio_SM;prop_populacao_pobreza_extrema;Renda_media_domic_per_capita;Taxa_de_analfabetismo;Taxa_de_desemprego_16a_emais;PIB_per_capita;Saneamento_inadequado;Taxa_urbanizacao;Gini;CoberturaESF;CoberturaAB;Inc_tb22;mort_tb22;prop_cont22;populacao_residente
280490;PACATUBA;95.26;80.18;36.93;149;30.1;7.81;12108.32;50.13;20.46;0.5862;100;100;20.47781563;0;85.7142868;14650
280500;PEDRA MOLE;136.59;61.3;14.65;262;26.3;9.81;9155.51;14.25;40.25;0.5372;100;100;0;0;0;3309
280510;PEDRINHAS;41.96;70.51;26.65;179;26;6.6;7153.07;15.58;73.26;0.5223;100;100;30.8419857;20.56132507;100;9727
280520;PINHAO;213.51;59.59;10.65;227;30.6;5.54;8449.15;29.13;55.57;0.4268;52.46;52.46;14.97454357;0;100;6678
280530;PIRAMBU;55.63;71.2;18.94;187;18.7;9.51;10960.49;11.63;58.62;0.5428;100;100;0;10.59771061;0;9436
280540;POCO REDONDO;97.37;78.99;38.94;138;35.5;6.42;6464.79;17.56;27.65;0.6019;89.29;89.29;14.09999752;5.639998913;100;35461
280550;POCO VERDE;135.36;67.31;25.6;173;29;5.82;8058.88;22.18;56.01;0.5172;87.24;87.24;16.66458321;0;100;24003
280560;PORTO DA FOLHA;40.46;76.68;29.41;166;29.1;8.22;7046.09;17.68;36.67;0.5727;100;100;13.89467812;0;100;28788
280570;PROPRIA;102.78;55.26;13.02;172;18.3;10.62;12952.29;1.49;85.73;0.5529;100;100;57.13133621;3.360666752;100;29756
280580;RIACHAO DO DANTAS;56.09;76.32;26.56;172;29.8;2.51;7756.89;42.62;25.13;0.4864;100;100;45.42472076;0;100;19813
280590;RIACHUELO;47.95;63.37;11.68;202;16.6;19.58;20369.14;8.97;83.97;0.5069;100;100;28.97430992;0;0;10354
280600;RIBEIROPOLIS;120;52.65;10.53;222;26.7;5.51;10437;12.24;69.46;0.459;100;100;5.293526173;5.293526173;100;18891
280610;ROSARIO DO CATETE;55.69;59.47;11.39;202;13.5;16.94;65883.66;2.81;70.59;0.5148;100;100;35.84871674;0;100;11158
280620;SALGADO;99.61;63.17;17.45;224;26.3;7.61;7504.09;36.82;34.57;0.5115;100;100;4.987282276;0;100;20051
280630;SANTA LUZIA DO ITANHY;56.04;79.53;30.59;162;32.2;7.9;10721.04;32.35;22.48;0.5354;100;100;49.27842331;7.039774895;0;14205
280640;SANTANA DO SAO FRANCISCO;132.76;72.32;21.67;176;20.8;9.58;6636.07;3.56;64.27;0.4846;100;100;25.29724312;0;100;7906
280650;SANTA ROSA DE LIMA;79.41;78.11;22.2;183;26.2;9.8;10804.09;4.83;57;0.4698;100;100;25.42588425;0;0;3933
280660;SANTO AMARO DAS BROTAS;57.05;59.91;15.54;245;18.2;29.41;10367.98;20.09;71.96;0.5832;100;100;49.18032837;8.196721077;86.66666412;12200
280670;SAO CRISTOVAO;88.76;49.53;8.36;256;12.3;13.12;9221.32;8.19;84.53;0.4816;80.44;100;177.0007629;2.171788454;93.87239075;92090
280680;SAO DOMINGOS;64.91;60.27;12.23;218;32.4;4.88;8625.28;1.87;50.11;0.414;100;100;0;0;0;11276
280690;SAO FRANCISCO;75.93;69.11;15.92;227;28.5;8.85;7552.71;3.54;70.11;0.4901;100;100;26.06202698;0;66.66666412;3837
280700;SAO MIGUEL DO ALEIXO;96.3;65.38;17.75;193;34.4;3.25;7868.76;30.95;47.24;0.4888;100;100;0;0;0;3964
280710;SIMAO DIAS;67.05;60;17.02;196;26;11;11404.82;28.38;52.78;0.5013;100;100;22.09999084;2.455554485;100;40724
280720;SIRIRI;139.29;67.64;14.32;201;20;14.08;25874.32;22.41;39.74;0.479;100;100;11.0546093;0;100;9046
280730;TELHA;114.89;67.81;16.44;206;28.6;9.95;8763.35;2.75;38.11;0.5007;100;100;0;0;0;3271
280740;TOBIAS BARRETO;139.06;60.95;17.89;179;28.4;6.82;7972.55;13.97;67.09;0.5527;92.54;92.54;54.86086273;5.675261497;100;52861
280750;TOMAR DO GERU;98.06;76.4;30.89;141;32.1;7.09;6907.53;42.89;37.43;0.4755;100;100;14.77759743;0;100;13534
280760;UMBAUBA;105.95;67.03;18.65;178;25.2;5.68;9936.42;18;62.06;0.4664;81.84;93.7;15.50387573;3.875968933;100;25800
290010;ABAIRA;145.65;58.06;18.06;231;20.1;7.85;4646.61;8.04;44.93;0.4742;100;100;11.51941013;0;0;8681
290020;ABARE;100;77.57;27.83;146;28;14.38;4874.1;21.77;52.91;0.5621;100;100;19.42313385;4.855783463;100;20594
290030;ACAJUTIBA;102.52;71.58;27.81;160;21.3;7.56;6997.35;17.35;87.18;0.5791;100;100;13.14578724;0;0;15214
290035;ADUSTINA;135.66;74.07;30.89;170;34.5;7.17;7820.33;44.21;35.49;0.5478;100;100;34.86547852;0;0;17209
290040;AGUA FRIA;101.57;74.83;27.85;165;27.5;8.61;4742.43;42.79;36.72;0.5376;100;100;17.5479641;0;80;17096
290050;ERICO CARDOSO;99.07;61.85;21.36;216;29.5;3.96;3663.77;22.59;18.57;0.4916;100;100;0;0;0;10513
290060;AIQUARA;236.36;63.92;13.14;244;23.6;10.51;8479.27;28.7;58.24;0.4393;100;100;22.79462051;0;0;4387
290070;ALAGOINHAS;82.02;45.46;7.66;206;9.6;13.25;17284.86;4.05;87.38;0.5738;68.27;68.27;22.21888161;3.267482758;100;153023
290080;ALCOBACA;73.57;59.73;13.84;206;23.8;8.72;8564.86;32.97;52.11;0.5345;100;100;48.8693428;8.885334969;100;22509
290090;ALMADINA;127.12;67.6;13.37;269;32.2;13.98;6549.35;16.27;79.91;0.4766;100;100;37.92907333;0;100;5273
290100;AMARGOSA;83.44;60.23;18.02;193;20.7;11.25;7205.38;15.86;72.46;0.5679;100;100;15.94430161;2.657383442;100;37631
290110;AMELIA RODRIGUES;84;52.83;11.86;240;13.4;16.71;8667.06;11.04;79.23;0.4998;100;100;8.00096035;0;100;24997
290115;AMERICA DOURADA;126.79;78.87;31.67;177;26.1;20.56;4529.51;17.71;67.87;0.5049;100;100;18.64975739;0;100;16086
290120;ANAGE;45.64;66.3;22.76;195;34.5;6.51;5479.06;63.72;19.3;0.4841;100;100;14.13161278;0;100;21229
290130;ANDARAI;62.78;79.24;32.73;146;27.3;17.01;4796.75;23.46;55.68;0.6017;100;100;7.620789528;7.620789528;0;13122
290135;ANDORINHA;68.93;64.28;21.8;203;23.8;5.69;7962.27;44.12;43.07;0.5588;100;100;13.87347412;0;100;14416
290140;ANGICAL;78.26;68.43;19.96;196;24.7;6.52;6621.82;36.87;46.41;0.5648;98.73;98.73;14.3864193;7.193209648;100;13902
290150;ANGUERA;183.02;69.43;11.57;204;23.8;13.62;4570.37;34.35;42.24;0.4868;100;100;17.59169579;8.795847893;0;11369
290160;ANTAS;32.03;66.87;19.07;200;27.7;10.71;4452.72;11.25;37.25;0.562;100;100;15.2601862;0;0;19659
290170;ANTONIO CARDOSO;70.92;65.38;19.06;206;27.2;4.6;8108.93;38.93;27.91;0.4583;100;100;34.27592087;8.568980217;100;11670
290180;ANTONIO GONCALVES;17.5;62.96;19.38;188;20.1;6.34;4052.43;14.53;52.5;0.5157;100;100;16.72940254;0;0;11955
290190;APORA;92.31;75.36;35.12;153;28;3.93;4756.96;15.2;47.97;0.5662;100;100;22.42152405;0;0;17840
290195;APUAREMA;129.13;68.31;16.34;292;30.7;12;6510.31;24.82;68.6;0.4661;100;100;0;0;0;7274
290200;ARACATU;138.61;53.81;14.7;231;28.9;4.36;5456.07;69.07;28.65;0.4473;100;100;15.43209839;0;100;12960
290205;ARACAS;61.59;71.8;21.66;195;22;13.31;35171.11;25.89;50.23;0.5437;100;100;0;0;0;12237
290210;ARACI;146.6;75.29;33.69;131;32.1;6.71;5350.63;42.51;38.02;0.5667;95.17;95.17;18.21394157;0;85.7142868;54903
290220;ARAMARI;89;67.18;14.25;206;19.1;17.21;5724.21;26.99;51.07;0.5253;100;100;0;0;0;11519
290225;ARATACA;87.77;70.98;15.78;253;33.3;6.3;6245.51;29.38;53.77;0.4706;100;100;18.34189224;0;0;10904
290230;ARATUIPE;60.74;69.02;21.09;183;24.3;7.32;5846.84;35.5;64.11;0.529;100;100;33.90596771;0;100;8848
290240;AURELINO LEAL;96.84;69.2;15.62;213;25.3;10.05;6240.73;13.74;84.05;0.4588;100;100;27.07825661;0;100;11079
290250;BAIANOPOLIS;50.54;70.87;32.71;186;30.9;7.99;6434.04;12.69;25.14;0.5789;100;100;21.46076202;0;100;13979
290260;BAIXA GRANDE;82.84;70.66;27.77;176;23.3;7.15;5354.35;32.58;41.57;0.5444;100;100;4.894523144;4.894523144;0;20431
290265;BANZAE;65.22;69.08;23.42;184;27.1;4.81;4770.4;1.48;34.21;0.4716;100;100;7.546600342;0;0;13251
290270;BARRA;67.99;78.95;40.05;110;22.8;6.13;5044.16;32.47;45.51;0.5997;70.83;79.23;25.81834984;3.688335657;0;54225
290280;BARRA DA ESTIVA;75.06;70.19;20.31;158;15.3;4.75;8021.19;19.55;49.11;0.5456;100;100;4.950985432;0;100;20198
290290;BARRA DO CHOCA;58.89;64.3;15.69;177;27;5.73;7968;13.67;64.41;0.4452;100;100;12.97395515;3.243488789;0;30831
290300;BARRA DO MENDES;158.11;65.54;23.45;194;13.8;11.39;4825.4;17.6;44.73;0.5775;100;100;7.617306709;0;0;13128
290310;BARRA DO ROCHA;130.51;66.31;12.33;236;24.3;9.8;7356.62;30.53;60.29;0.5184;100;100;72.52946472;0;100;5515
290320;BARREIRAS;78.07;41.63;5.52;273;10;9.16;19045.98;6.4;90.04;0.5704;73.24;77.1;22.09149742;1.262371182;100;158432
290323;BARRO ALTO;108.33;66.13;26.14;182;17.2;3.87;4259.14;4.98;49.31;0.5125;100;100;26.36609268;0;0;15171
290327;BARROCAS;148.24;61.19;19.04;208;19.7;6.49;10934.2;17.18;40.13;0.4672;100;100;12.32665634;0;0;16225
290330;BARRO PRETO;118.03;65.98;13.95;237;25.7;11.74;7206.09;18.79;82.05;0.4917;100;100;150.602417;0;116.6666641;5312
290340;BELMONTE;48.42;67.74;13.07;230;23.8;14.73;9620.33;14.53;52.39;0.4979;100;100;38.23279572;12.74426556;50;23540
290350;BELO CAMPO;129.22;65.4;20.22;185;26.8;6.43;4680.41;34.73;56.36;0.4972;100;100;11.75571632;11.75571632;100;17013
290360;BIRITINGA;82.24;74.58;28.42;160;25.2;4.79;5092.43;11.63;23.71;0.561;100;100;12.50859928;0;0;15989
290370;BOA NOVA;115.91;73.76;24.91;190;30.4;11.67;5218.24;30.97;37.66;0.52;100;100;0;0;0;12039
290380;BOA VISTA DO TUPIM;21.37;76.76;29.72;160;29.4;13.28;5843;33.41;36.65;0.5627;100;100;16.22410965;0;0;18491
290390;BOM JESUS DA LAPA;102.3;61.49;18.64;171;18.6;11.33;7955;19.28;67.89;0.6048;100;100;25.65893555;1.425496459;80.55555725;70151
290395;BOM JESUS DA SERRA;22.4;71.78;27.52;185;26.9;11.75;3861.97;64.67;27.37;0.528;100;100;10.23751068;0;100;9768
290400;BONINAL;56.67;67.52;23.23;183;22.2;8.76;4432.14;12.85;33.64;0.5575;96.05;96.05;34.44000626;0;0;14518
290405;BONITO;42.45;69.37;25.6;169;19.5;7.08;6305.97;10;42.01;0.5058;100;100;5.882699013;0;100;16999
290410;BOQUIRA;63.56;62.96;27.85;175;23.8;10.22;4757.03;30.08;33.42;0.5357;96.24;96.24;9.308386803;0;0;21486
290420;BOTUPORA;98.48;71.07;27.23;152;24.5;5.19;5599.28;45.38;36.54;0.5334;100;100;0;0;0;10050
290430;BREJOES;82.01;70.99;18.81;207;22.8;14.62;8043.35;22.51;34.57;0.5181;100;100;0;0;0;14155
290440;BREJOLANDIA;61.22;75.91;26.83;185;23.2;14.06;5940.53;57.08;17.91;0.5648;0;28.42;28.10304451;0;0;10675
290450;BROTAS DE MACAUBAS;71.92;69.2;31.12;191;21;6.51;7410.01;51.3;29.09;0.5699;100;100;28.02428818;0;0;10705
290460;BRUMADO;130.14;52.41;11.86;211;14.4;9.44;14709.65;20.66;69.86;0.5226;97.55;97.55;16.30402565;1.482184172;105.2631607;67468
290470;BUERAREMA;141.09;64.52;11.58;209;23.7;11.71;11601.85;13.52;82.11;0.576;100;100;38.31627274;10.9475069;93.75;18269
290475;BURITIRAMA;92.26;81.71;38.52;115;24.9;9.43;4291.67;51.83;40.33;0.5531;97.76;100;4.678581238;4.678581238;0;21374
290480;CAATIBA;93.94;59.51;5.69;235;31;2.75;4991.21;34.2;47.27;0.4059;100;100;0;0;0;6232
290485;CABACEIRAS DO PARAGUACU;132.21;74.71;32.82;156;26.4;5.09;5557.3;53.34;26.8;0.5455;100;100;36.82272339;0;100;19010
290490;CACHOEIRA;95.83;61.24;16.07;266;16.1;11.61;11349.14;17.65;51.17;0.5729;100;100;29.70973587;5.941946983;0;33659
290500;CACULE;130;50.02;12.55;233;21.2;5.11;7894.41;12.46;59.85;0.4835;100;100;0;0;0;23407
290510;CAEM;80.54;74.72;31.72;175;25.4;9.41;5750.49;31.83;35.25;0.5501;100;100;22.4416523;33.6624794;0;8912
290515;CAETANOS;118.85;69.13;25.23;193;29.3;11.1;3936.52;69.14;24.13;0.5028;100;100;27.26467133;0;100;14671
290520;CAETITE;61.98;56.76;18.33;172;20.1;6.82;8402.08;34.38;59.87;0.5993;74.45;97.4;5.861206532;0;0;51184
290530;CAFARNAUM;132.37;71.46;28.64;166;21.7;4.94;5169.85;18.25;61.38;0.5578;100;100;10.76136684;0;100;18585
290540;CAIRU;147.19;61.73;15.02;347;15.2;8.8;158424.64;1.67;52.99;0.5474;75.92;100;10.71466827;5.357334137;0;18666
290550;CALDEIRAO GRANDE;71.73;73.72;37.25;150;26.7;9.45;5245.38;24.14;36.49;0.5602;100;100;22.30151558;0;0;13452
290560;CAMACAN;119.42;65.44;15.13;230;23.1;15.04;7441.9;9.73;78.43;0.6244;100;100;62.45510864;6.245511055;90.90908813;32023
290570;CAMACARI;111.15;41.82;6.03;259;7.3;15.09;53351.87;2.15;95.47;0.5458;65.74;80.78;26.51936531;0.970220685;77.9661026;309208
290580;CAMAMU;81.58;69.56;27.3;189;24.6;8.78;7432.52;28.5;44.39;0.5484;87.92;96.42;25.39216805;2.821352005;0;35444
290590;CAMPO ALEGRE DE LOURDES;70.93;77.41;41.37;134;27.9;7.17;4646.65;68.41;28.93;0.6078;95.84;95.84;6.935053349;0;0;28839
290600;CAMPO FORMOSO;91.98;70.97;27.32;165;24.4;7.97;6725.76;29.49;37.32;0.5713;100;100;29.26666069;1.393650532;100;71754
290610;CANAPOLIS;119.53;71.93;32.87;168;30.4;7.47;5055.72;16.67;34.27;0.4979;100;100;0;0;0;9694
290620;CANARANA;105.23;66.85;25.66;182;18.7;6.6;4875.04;18.21;47.6;0.4888;100;100;18.89073563;3.778147221;72.72727203;26468
290630;CANAVIEIRAS;81.67;64.31;13.41;212;20.5;11.75;6757.65;14.96;80.11;0.5197;100;100;42.31495285;0;76;30722
290640;CANDEAL;156.45;66.37;16.54;210;25.2;5.39;4801.58;49.98;39.08;0.442;100;100;12.33197689;0;100;8109
290650;CANDEIAS;108;45.8;6.71;244;8.5;17.9;31508.7;2.21;91.39;0.512;55.47;63.39;36.43816757;3.416078329;28.94736862;87820
290660;CANDIBA;102.96;58.26;16.15;202;25.1;5.44;5189.8;27.51;58.48;0.4461;48.19;48.19;0;6.937218189;0;14415
290670;CANDIDO SALES;115.84;68.94;20.08;183;24.8;10.07;5364.72;27.26;69.08;0.5108;100;100;8.025360107;0;0;24921
290680;CANSANCAO;88.2;75.29;34.89;138;27.6;4.46;5142.73;32.99;33.49;0.5733;99.04;99.04;28.62950516;0;100;34929
290682;CANUDOS;148.57;71.43;24.18;175;24.6;6.63;5579.87;31.62;55.29;0.5381;100;100;11.88212967;0;0;16832
290685;CAPELA DO ALTO ALEGRE;100.97;61.24;16.48;223;27.4;6.16;5344.26;18.67;48.54;0.4977;100;100;17.24584007;0;0;11597
290687;CAPIM GROSSO;93.51;58;13.62;213;19.2;9.8;8778.37;6.22;81.88;0.5493;100;100;12.88037395;0;100;31055
290689;CARAIBAS;95.45;63.93;19.39;229;32.9;6.52;4850.29;66.46;24.58;0.493;100;100;11.54867744;11.54867744;100;8659
290690;CARAVELAS;107.49;61.1;11.89;279;26.4;13.59;12447.23;16.92;52.81;0.5873;100;100;49.62555313;4.511414051;0;22166
290700;CARDEAL DA SILVA;89.81;77.83;23.55;201;21.9;23.97;11266.52;23.54;32.6;0.5472;100;100;21.28792;0;80;9395
290710;CARINHANHA;115.03;77.98;31.04;142;24.5;8.04;4622.91;30.9;44.34;0.5172;59.45;59.45;44.64592361;6.868603706;100;29118
290720;CASA NOVA;101.83;65.34;20.19;182;23.3;7.54;5684.4;37.54;57.81;0.5483;91.08;100;12.31324863;1.36813879;56.25;73092
290730;CASTRO ALVES;93.77;64.71;19.11;185;23.2;8.93;8572.08;30.67;61.74;0.5494;100;100;18.96166039;3.792331934;0;26369
290740;CATOLANDIA;66.67;69.48;20.39;207;25.3;3.74;14849.56;28.59;37.02;0.5217;100;100;0;0;0;3619
290750;CATU;73.02;49.73;8.69;221;10.5;17.31;13518.6;6.43;83.71;0.5796;75.68;75.68;16.29785156;1.810872436;100;55222
290755;CATURAMA;60.24;67.94;25.52;191;27.4;6.67;4190.9;40.21;26.85;0.5038;100;100;10.74922085;0;0;9303
290760;CENTRAL;121.78;72.74;30.19;167;20;10.18;5210.71;11.64;47.95;0.5427;100;100;11.56537342;0;0;17293
290770;CHORROCHO;60.28;73.97;29.1;183;27.5;7.35;4867.9;45.86;24.51;0.5811;100;100;17.82372284;8.91186142;100;11221
290780;CICERO DANTAS;76.19;61.33;19.46;211;30.5;5.61;5878.71;16.03;54.88;0.5391;95.49;95.49;30.64101028;3.064100981;62.5;32636
290790;CIPO;98.54;65.35;21.36;159;22.8;4.51;5353.67;18.55;71.64;0.5475;100;100;17.23939705;5.74646616;100;17402
290800;COARACI;153.33;64.02;12.57;214;22.4;12.33;6116.68;6.99;91.25;0.5638;100;100;31.00198364;0;100;16128
290810;COCOS;101.46;68.48;22.81;196;24.4;12.16;9915.54;39.88;47.22;0.5638;100;100;5.30926466;0;0;18835
290820;CONCEICAO DA FEIRA;86.97;63.48;11.44;228;16;17.65;7094.97;14.1;64.43;0.5738;100;100;8.721056938;4.360528469;100;22933
290830;CONCEICAO DO ALMEIDA;118.63;69.76;16.37;216;21.6;24.63;6149;32.92;44.31;0.5833;100;100;23.40960884;5.85240221;100;17087
290840;CONCEICAO DO COITE;87.74;59.6;14.65;194;19.2;6.42;7753.26;14.82;58.48;0.4946;77.69;86.7;20.77336311;0;0;67394
290850;CONCEICAO DO JACUIPE;94.84;47.71;7.09;281;12.7;14.06;44868.94;10.35;78.14;0.4847;100;100;5.946894169;0;100;33631
290860;CONDE;36.84;77.62;35.55;136;23.4;9.82;6087.92;23.55;51.35;0.6363;100;100;15.25378513;0;0;26223
290870;CONDEUBA;50.94;65.82;20.22;192;27;7.23;5315.05;34.13;44.16;0.4975;100;100;5.843510628;0;0;17113
290880;CONTENDAS DO SINCORA;138.1;64.75;18.05;198;25.9;10.61;6241.48;29.72;49.26;0.5144;100;100;49.68944168;0;0;4025
290890;CORACAO DE MARIA;117.94;68.73;18.05;205;20.8;9.28;6212.91;53.8;41.96;0.5293;100;100;0;0;0;22391
290900;CORDEIROS;93.75;63.26;18.12;221;24.5;8.36;4584.13;29.31;31.23;0.4558;100;100;11.53801823;0;0;8667
290910;CORIBE;116.22;72.19;27.18;184;30.7;8.93;5796.82;18.97;42.92;0.5877;100;100;14.17635345;0;100;14108
290920;CORONEL JOAO SA;64.04;71;21.14;177;39.6;3.88;5399.26;42.5;41.27;0.4883;100;100;0;0;0;15549
290930;CORRENTINA;99.52;64.03;23.44;233;23.1;6.86;33150.29;37.02;40.33;0.5885;85.88;100;9.304345131;0;0;32243
290940;COTEGIPE;93.6;72.49;25.93;165;28.1;10.01;6699.06;35.96;48.75;0.5599;100;100;14.53911018;0;100;13756
290950;CRAVOLANDIA;61.64;71.2;23.43;194;27;6.94;5834.7;20.97;63.08;0.5316;100;100;18.68460464;0;0;5352
290960;CRISOPOLIS;100.44;74.91;34.52;144;32.3;3.41;5655.35;22.9;42.96;0.5831;98.09;98.09;18.85103035;0;0;21219
290970;CRISTOPOLIS;88.1;69.35;29.91;183;30.6;6.72;5646.12;14.72;23.59;0.5457;100;100;7.152564049;0;0;13981
290980;CRUZ DAS ALMAS;163.99;50.88;8.19;223;10.5;15.53;12190.91;11.97;85.12;0.5734;81.83;81.83;9.386292458;1.564382195;0;63923
290990;CURACA;113.25;72.88;23.89;168;26.9;8.9;6245.29;33.67;42.65;0.5279;100;100;17.11108017;2.851846457;100;35065
291000;DARIO MEIRA;105.88;77.51;26.64;178;32.5;19.17;4199.85;30.29;39.65;0.5578;100;100;0;0;0;10347
291005;DIAS D'AVILA;117.11;46.73;7.6;243;8.3;18.89;42476.21;2.48;94.03;0.5337;85.09;96.19;29.86679459;2.3893435;88.23529053;83705
291010;DOM BASILIO;103.28;64.95;22.05;205;22.3;4.2;7481.83;40.63;19.74;0.4588;100;100;0;0;0;12281
291020;DOM MACEDO COSTA;50;62.21;13.97;242;19.3;11.21;6072.78;45.55;45.46;0.5609;100;100;0;0;0;4072
291030;ELISIO MEDRADO;38.1;58.58;16.47;230;23.9;5.55;5218.07;19.62;40.87;0.507;100;100;12.30163574;0;0;8129
291040;ENCRUZILHADA;60.44;75.29;24.08;181;30.3;7.51;7264.22;34.67;21.59;0.5122;100;100;18.85132599;6.28377533;0;15914
291050;ENTRE RIOS;55.49;68.19;18.27;228;16.9;15.25;15671.03;17.68;59.79;0.6249;82.58;82.58;7.14047718;2.380158901;0;42014
291060;ESPLANADA;59.76;70.07;24.08;164;21.2;11.4;25645.87;13.93;63.48;0.59;83.38;83.38;21.1070652;0;0;37902
291070;EUCLIDES DA CUNHA;101.58;68.32;25.97;152;26.5;12.04;7755.22;13;48.71;0.5559;100;100;21.27241707;3.272679567;100;61112
291072;EUNAPOLIS;103.81;45.41;5.25;265;14.6;10.77;18653.08;3.91;93.23;0.5877;100;100;44.20943069;1.733703136;84.33734894;115360
291075;FATIMA;115.49;68.86;27.39;174;36;6.85;9632.44;17.89;39.18;0.5294;77.14;77.14;16.85298538;0;0;17801
291077;FEIRA DA MATA;115;74.54;30.67;170;21.9;6.87;7040.1;40.59;52.44;0.5467;100;100;35.36067963;0;0;5656
291080;FEIRA DE SANTANA;54.32;41.07;5.28;235;8.7;10.4;17884.62;3.02;91.73;0.6079;66.21;83.45;23.87411118;2.24320507;76.5625;624107
291085;FILADELFIA;129.18;71.37;29;144;22.5;13.35;4996.29;19.15;53.89;0.5754;100;100;18.38911438;6.129704475;100;16314
291090;FIRMINO ALVES;112;56.65;7.53;320;25.4;10.55;6073.07;8.3;80.55;0.4375;61.42;61.42;0;0;0;5641
291100;FLORESTA AZUL;104.44;68.67;17.37;195;30.9;12.96;6146.62;15.38;68.88;0.4667;100;100;19.00237465;0;100;10525
291110;FORMOSA DO RIO PRETO;42.92;67.3;24.12;252;21;12.99;47015.28;36.13;60.58;0.6136;94.37;94.37;7.659606934;0;35.7142868;26111
291120;GANDU;102.56;55.56;12.17;247;22.8;8.78;7579.58;18.02;81.91;0.5989;100;100;42.71157455;6.101653576;0;32778
291125;GAVIAO;61.7;61.63;11.08;211;23.9;8.27;6045.55;32.03;55.65;0.411;100;100;0;0;0;4417
291130;GENTIO DO OURO;51.77;74.52;31.88;148;21.5;12.11;4119.85;22.38;50.37;0.525;100;100;0;0;0;11284
291140;GLORIA;33.18;66;21.08;227;27.7;6.73;7139.39;38.16;18.75;0.5254;100;100;6.558667183;6.558667183;0;15247
291150;GONGOGI;150;71.1;17.77;199;28;15.03;6178.99;21.82;64.11;0.4781;100;100;43.78283691;14.59427929;100;6852
291160;GOVERNADOR MANGABEIRA;119.06;62.38;19.29;193;16.6;6;7036.23;43.3;37.43;0.5445;83.24;83.24;14.42307663;0;100;20800
291165;GUAJERU;123.81;62.8;22.89;214;30.4;4;4925.11;51.63;19.95;0.4602;100;100;15.69612312;0;100;6371
291170;GUANAMBI;111.7;45.86;8.78;213;14.6;7.37;10129.21;14.51;79.36;0.5581;98.01;100;15.23086452;0;100;85353
291180;GUARATINGA;83.18;67.52;22.65;213;36;13.71;7659.31;34.22;47.03;0.5385;100;100;9.725261688;0;80;20565
291185;HELIOPOLIS;135.61;69.94;26.55;175;30.6;5.72;5760.68;12.54;41.15;0.5081;79.43;79.43;92.69272614;15.44878769;100;12946
291190;IACU;96.41;70.73;26.09;164;24.8;11.63;5613.15;18.82;78.36;0.6282;100;100;4.175365448;0;0;23950
291200;IBIASSUCE;121.43;53.91;13.95;251;19.9;5.92;5823.47;11.51;46.77;0.4687;100;100;0;0;0;8849
291210;IBICARAI;134.5;61.96;14.05;212;21.1;14.09;5909.95;4.91;73.69;0.5483;100;100;33.20210648;4.743157864;100;21083
291220;IBICOARA;73.91;64.7;12.46;199;16.1;6.51;11418.81;15.59;63.42;0.4907;100;100;0;0;0;19990
291230;IBICUI;56.95;65.5;11.07;267;24.9;7.91;6824.49;23.56;75.79;0.5103;100;100;49.19444275;0;0;16262
291240;IBIPEBA;150.76;67.9;23.84;197;17;8.09;4352.51;13.24;59.08;0.57;100;100;16.28576088;0;100;18421
291250;IBIPITANGA;139.29;69.74;28.45;179;27.6;12.32;4571.11;44.44;36.38;0.5761;100;100;40.0293541;6.671559334;100;14989
291260;IBIQUERA;101.75;76.6;34.92;140;29.5;9.4;4737.71;41.29;50.58;0.6049;100;100;24.70966148;0;0;4047
291270;IBIRAPITANGA;71.9;69.01;19.15;231;34.4;7.65;6297.67;30.53;27.27;0.5296;100;100;25.60491562;0;100;23433
291280;IBIRAPUA;110.32;47.78;5.35;315;23;8.1;16023.09;27.59;56.96;0.513;100;100;34.32494354;11.44164753;0;8740
291290;IBIRATAIA;124.89;65.73;14.14;226;30;12.58;7898.02;14.6;83.1;0.4989;100;100;20.72395706;0;100;14476
291300;IBITIARA;126.47;68.36;28.25;189;23.6;4.5;4494.19;29.32;22.16;0.554;100;100;30.37113571;12.14845371;100;16463
291310;IBITITA;82.33;67.74;26.98;178;23;7.44;4490.08;6.36;46.74;0.5081;100;100;11.73158169;0;0;17048
291320;IBOTIRAMA;97.28;61.13;18.1;321;15.9;8.89;7901.85;14.92;76.7;0.5581;100;100;22.15984726;3.693307638;100;27076
291330;ICHU;238.46;56.99;15.42;210;15.5;6.48;4809.03;26.75;64.03;0.4725;100;100;0;0;0;6232
291340;IGAPORA;145.52;63.98;12.52;196;18.4;15.1;5565.5;32.27;51.72;0.4966;100;100;6.385288239;0;100;15661
291345;IGRAPIUNA;105.56;68.92;23.25;204;26;5.52;10674.38;46.4;32.04;0.5481;100;100;7.714263439;0;0;12963
291350;IGUAI;32.97;72.82;21.79;172;30.9;11.61;5234.8;28.61;56.72;0.5641;89.72;89.72;29.62304688;7.405761719;100;27006
291360;ILHEUS;55.24;45.39;7.05;298;12.3;12.26;17369.33;9.04;84.28;0.5875;46.76;78.84;73.58585358;4.440525532;40.55944061;157639
291370;INHAMBUPE;112.1;70.72;22.99;173;23.3;9.15;9207.77;19.16;43.06;0.537;86.41;100;14.73477364;0;0;40720
291380;IPECAETA;86.99;75.96;26.86;171;27.3;10.56;4198.87;41.97;17.2;0.5312;100;100;7.027900696;0;0;14229
291390;IPIAU;88.21;57.4;11.56;201;20.4;14.75;7955.56;6.19;90.98;0.6996;100;100;43.5075798;2.175379038;100;45969
